ID,실거래명,동,시군구코드,K-apt코드,K-apt명,실거래준공,K-apt준공,년도차이,세대수,주소,검증결과,비고
12623,"리채","용두동",11230,A10025016,"첨단진아리채아파트",2010,2020,10,750,"광주광역시 북구 용두동 18-1 첨단진아리채아파트",검토필요,
2116,"대우","좌동",26350,A41144005,"가좌대우푸르지오",1996,2005,9,1210,"경기도 고양일산서구 가좌동 1089 가좌대우푸르지오",검토필요,
6226,"주공3","교동",51210,A21010108,"교동주공3단지아파트",1993,2002,9,750,"강원특별자치도 강릉시 교동 1766 교동주공3단지아파트",검토필요,
7348,"반여현대","반여동",26350,A61272011,"반여현대그린아파트",1995,1986,9,600,"부산광역시 해운대구 반여동 1411-10 반여현대그린아파트",검토필요,
8230,"광명","연제동",29170,A50083403,"연제동 광명2차아파트",1989,1998,9,369,"광주광역시 북구 연제동 2-7 연제동 광명2차아파트",검토필요,
8464,"세원","복대동",43113,A36181508,"세원느티마을아파트",1990,1999,9,526,"충청북도 청주흥덕구 복대동 2461 세원느티마을아파트",검토필요,
9516,"용두","용두동",30140,A13007004,"용두신동아",1985,1994,9,772,"서울특별시 동대문구 용두동 779 용두신동아",검토필요,
10342,"장백","대연동",26290,A60875603,"장백장미타워아파트",2005,1996,9,287,"부산광역시 남구 대연동 255-1 장백장미타워아파트",검토필요,
10758,"신라","안양동",41171,A43173004,"한가람신라",1983,1992,9,1068,"경기도 안양동안구 관양동 1589-1 한가람신라",검토필요,
10793,"석미모닝파크","광혜원면 광혜원리",43750,A10027011,"광혜원 석미모닝파크2차",2008,2017,9,251,"충청북도 진천군 광혜원면 광혜원리 1091 광혜원 석미모닝파크2차",검토필요,
12072,"서울","내동",41196,A42281704,"뉴서울송내동",2004,1995,9,971,"경기도 부천소사구 송내동 368 뉴서울송내동",검토필요,
12355,"무지개","명장동",26260,A60780701,"영산무지개타운",1984,1993,9,186,"부산광역시 동래구 명장동 25-1 영산무지개타운",검토필요,
12415,"전원","마동",52140,A10022320,"전원맨션관리사무소",1994,1985,9,122,"전북특별자치도 익산시 마동 153-1 전원맨션관리사무소",검토필요,
12436,"동아","통복동",41220,A45075802,"동아국화",1985,1994,9,218,"경기도 평택시 통복동 539-2 동아국화",검토필요,
12799,"보람","신월동",11470,A15809401,"신월2차보람쉬움",1996,2005,9,169,"서울특별시 양천구 신월동 1039 신월2차보람쉬움",검토필요,
4515,"우성","목동",11470,A15807703,"목동2차우성",1992,2000,8,1140,"서울특별시 양천구 신정동 337 목동2차우성",검토필요,
5719,"양지","오남읍 양지리",41360,A47274922,"오남양지e편한세상1단지",2001,2009,8,832,"경기도 남양주시 오남읍 양지리 807 오남양지e편한세상1단지",검토필요,
5845,"목련","내동",48123,A70284910,"칠곡목련타운",1979,1987,8,530,"대구광역시 북구 읍내동 1171 칠곡목련타운",검토필요,
9219,"삼일","복대동",43113,A36127105,"하복대삼일아파트",1990,1998,8,478,"충청북도 청주흥덕구 복대동 3034 하복대삼일아파트",검토필요,
9345,"장전현대","장전동",26410,A60976802,"장전현대2차아파트",2006,1998,8,247,"부산광역시 금정구 장전동 269-3 장전현대2차아파트",검토필요,
10660,"호반","교동",47150,A46980116,"여주호반리젠시빌",1995,2003,8,549,"경기도 여주시 교동 81-2 여주호반리젠시빌",검토필요,
10927,"현광","주안동",28177,A40283601,"주안 현광 아파트",1987,1995,8,273,"인천광역시 미추홀구 주안동 32-1 주안 현광 아파트",검토필요,
11210,"삼전","하대동",48170,A66033003,"삼전프라자",1988,1996,8,176,"경상남도 진주시 하대동 315 삼전프라자",검토필요,
11227,"현대","휘경동",11230,A13087405,"휘경베스트빌현대",1992,2000,8,372,"서울특별시 동대문구 휘경동 52 휘경베스트빌현대",검토필요,
11772,"현대","비전동",41220,A45076518,"현대이화",1985,1993,8,724,"경기도 평택시 비전동 828-2 현대이화",검토필요,
11986,"현대2","용흥동",47113,A79175606,"용흥현대2차아파트",1988,1996,8,484,"경상북도 포항북구 용흥동 66-1 용흥현대2차아파트",검토필요,
12493,"함양","함양읍 교산리",48870,A67680102,"함양한주",1989,1997,8,451,"경상남도 함양군 함양읍 교산리 160 함양한주",검토필요,
12828,"현대","대방동",11590,A15601105,"신대방현대",2004,1996,8,880,"서울특별시 동작구 신대방동 707 신대방현대",검토필요,
12829,"현대","개포동",11680,A13524006,"개포2차 현대아파트",1994,1986,8,558,"서울특별시 강남구 개포동 654 개포2차 현대아파트",검토필요,
1964,"삼성","상동",46110,A42003027,"상동다정한마을삼성래미안",1995,2002,7,718,"경기도 부천원미구 상동 500-4 상동다정한마을삼성래미안",검토필요,
2605,"효자롯데","효자동1가",52111,A10025373,"효자롯데2차아파트",1990,1997,7,138,"전북특별자치도 전주완산구 효자동1가 416 효자롯데2차아파트",검토필요,
4469,"일성","쌍용동",44133,A33175902,"월봉일성",1992,1999,7,765,"충청남도 천안서북구 쌍용동 1547 월봉일성",검토필요,
5623,"부영","성환읍 매주리",44133,A33170707,"성환1차부영아파트",2005,1998,7,802,"충청남도 천안서북구 성환읍 매주리 183 성환1차부영아파트",검토필요,
8486,"이너스내안에","염창동",11500,A15776003,"이너스내안에",2011,2004,7,105,"서울특별시 강서구 염창동 254-2 이너스내안에",검토필요,
11043,"장미","신천동",41390,A13824005,"신천장미1차2차",1986,1979,7,3402,"서울특별시 송파구 신천동 11 신천장미1차2차",검토필요,
11058,"한울","율량동",43114,A36071602,"한울(1144)",1991,1998,7,299,"충청북도 청주청원구 율량동 1144 한울(1144)",검토필요,
11228,"현대","문정동",11710,A13820004,"가락1차현대아파트",1991,1984,7,514,"서울특별시 송파구 문정동 3 가락1차현대아파트",검토필요,
11501,"삼성아파트","사당동",11590,A10021807,"사당삼성아파트",2006,1999,7,113,"서울특별시 동작구 사당동 1140- 사당삼성아파트",검토필요,
12104,"대명","조양동",51210,A10021888,"대명4차아파트",1989,1996,7,118,"강원특별자치도 속초시 조양동 579- 대명4차아파트",검토필요,
12412,"우림","인창동",41310,A10025318,"인창공원 우림필유아파트",2001,2008,7,121,"경기도 구리시 인창동 711 인창공원 우림필유아파트",검토필요,
12596,"향교","교동",31110,A59098901,"남원 향교",1980,1987,7,380,"전북특별자치도 남원시 향교동 257-1 남원 향교",검토필요,
2628,"양덕삼구트리니엔","양덕동",47113,A10026851,"양덕삼구트리니엔4차",2011,2017,6,1059,"경상북도 포항북구 양덕동 651-1 양덕삼구트리니엔4차",검토필요,
3147,"봉동광신프로그레스","봉동읍 낙평리",52710,A10024250,"봉동광신프로그레스2단지",2015,2021,6,347,"전북특별자치도 완주군 봉동읍 낙평리 1253 봉동광신프로그레스2단지",검토필요,
4397,"신일","삼천동1가",52111,A56081023,"삼천동 신일강변",1991,1997,6,900,"전북특별자치도 전주완산구 삼천동1가 723-2 삼천동 신일강변",검토필요,
5932,"송현2","송현동",28140,A76075106,"송현2주공아파트",1984,1990,6,940,"경상북도 안동시 송현동 295 송현2주공아파트",검토필요,
6435,"유승","효성동",28245,A40783206,"효성동2차유승아파트",1996,2002,6,350,"인천광역시 계양구 효성동 556 효성동2차유승아파트",검토필요,
6450,"주공","하소동",43150,A39075606,"하소주공2단지아파트",1989,1995,6,780,"충청북도 제천시 하소동 353 하소주공2단지아파트",검토필요,
6760,"우미","화정동",29140,A50224406,"화정우미",1990,1996,6,376,"광주광역시 서구 화정동 440 화정우미",검토필요,
8409,"금호윤성모닝타운","금호읍 원제리",47230,A77080101,"금호윤성모닝타운",2018,2012,6,1746,"경상북도 영천시 금호읍 원제리 18-2 금호윤성모닝타운",검토필요,
9853,"한양","남산동",48123,A64196501,"한양아파트2동",1980,1986,6,166,"경상남도 창원성산구 남산동 601-4 한양아파트2동",검토필요,
10369,"신라","율량동",43114,A36071601,"신라임대",1989,1995,6,252,"충청북도 청주청원구 율량동 1292 신라임대",검토필요,
10725,"갈산","갈산동",28237,A40375111,"갈산 주공1단지 아파트",1986,1992,6,1650,"인천광역시 부평구 갈산동 359 갈산 주공1단지 아파트",검토필요,
10948,"도시","동삼동",26200,A60670101,"도시공사동삼2지구영구임대아파트",1989,1995,6,1120,"부산광역시 영도구 동삼동 510 도시공사동삼2지구영구임대아파트",검토필요,
10986,"제일1차","모현동1가",52140,A57075709,"배산제일1차",1988,1994,6,229,"전북특별자치도 익산시 모현동1가 514-1 배산제일1차",검토필요,
11229,"현대","교동",51230,A44656211,"교동마을현대홈타운",1997,2003,6,795,"경기도 용인기흥구 마북동 630 교동마을현대홈타운",검토필요,
11424,"롯데캐슬","대치동",11680,A10024815,"롯데캐슬리베아파트",2002,2008,6,144,"서울특별시 강남구 대치동 1025 롯데캐슬리베아파트",검토필요,
11482,"대주","금호동",29140,A50283304,"마재대주파크빌",1994,2000,6,1242,"광주광역시 서구 금호동 813 마재대주파크빌",검토필요,
11724,"세원","수곡동",43112,A36179303,"세원청실",1989,1995,6,417,"충청북도 청주서원구 수곡동 1001 세원청실",검토필요,
11801,"광진","효자동1가",52111,A10024959,"광진진주아파트",1984,1990,6,135,"전북특별자치도 전주완산구 효자동1가 636-1 광진진주아파트",검토필요,
12121,"동현","동현동",43150,A39019001,"동현현대아파트",1986,1992,6,276,"충청북도 제천시 동현동 29-2 동현현대아파트",검토필요,
12242,"미소","홍천읍 갈마곡리",51720,A25080109,"홍천신성미소지움아파트",2013,2007,6,480,"강원특별자치도 홍천군 홍천읍 갈마곡리 73 홍천신성미소지움아파트",검토필요,
12327,"영무예다음","화정동",29140,A10021605,"화정영무예다음",2009,2003,6,147,"광주광역시 서구 화정동 1295- 화정영무예다음",검토필요,
12330,"함덕해밀타운아파트","조천읍 함덕리",50110,A10021021,"함덕해밀타운아파트2차",2018,2024,6,116,"제주특별자치도 제주시 조천읍 함덕리 4181- 함덕해밀타운아파트2차",검토필요,
12421,"도시형생활주택","안양동",41171,A10022162,"한스하임도시형생활주택",2012,2018,6,122,"경기도 안양동안구 호계동 903-4 한스하임도시형생활주택",검토필요,
12523,"양덕신우","양덕동",48127,A10020598,"양덕신우빌리지",1997,2003,6,84,"경상남도 창원마산회원구 양덕동 12-20 양덕신우빌리지",검토필요,
12574,"한일","평화동",47150,A74076101,"한일장미타운",1987,1993,6,284,"경상북도 김천시 평화동 72-9 한일장미타운",검토필요,
12632,"화북","화북일동",50110,A69083703,"화북4아파트",1992,1998,6,810,"제주특별자치도 제주시 화북일동 12-1 화북4아파트",검토필요,
1298,"신반포2","잠원동",11650,A10023971,"신반포20차아파트",1978,1983,5,112,"서울특별시 서초구 잠원동 60-78 신반포20차아파트",검토필요,
2914,"대동","내서읍 삼계리",48127,A63085228,"삼계대동이미지",1998,2003,5,1542,"경상남도 창원마산회원구 내서읍 삼계리 260 삼계대동이미지",검토필요,
3863,"현진에버빌","단구동",51130,A22009009,"현진에버빌5차6차",2001,2006,5,697,"강원특별자치도 원주시 단구동 1682-1 현진에버빌5차6차",검토필요,
4764,"우림필유","송정동",41610,A10027677,"해운대송정우림필유아파트",2010,2015,5,407,"부산광역시 해운대구 송정동 947 해운대송정우림필유아파트",검토필요,
5177,"현대","삼산동",28237,A68081409,"삼산현대",1995,1990,5,962,"울산광역시 남구 삼산동 1459-1 삼산현대",검토필요,
5637,"우성","삼천동1가",52111,A56080920,"삼천동 우성2차",1993,1998,5,561,"전북특별자치도 전주완산구 삼천동1가 287-4 삼천동 우성2차",검토필요,
5756,"코오롱","화명동",26320,A61685214,"화명코오롱하늘채2차",1997,2002,5,1344,"부산광역시 북구 화명동 2288 화명코오롱하늘채2차",검토필요,
6704,"청구","원동",41370,A44773706,"운암청구",1996,2001,5,374,"경기도 오산시 원동 814-2 운암청구",검토필요,
7107,"쌍용","퇴계원읍 퇴계원리",41360,A47274109,"퇴계원쌍용예가",2002,2007,5,552,"경기도 남양주시 퇴계원읍 퇴계원리 365 퇴계원쌍용예가",검토필요,
7591,"동진","중계동",11350,A13922907,"동진신안",1988,1993,5,468,"서울특별시 노원구 중계동 364 동진신안",검토필요,
7666,"럭키","교동",51210,A21780509,"럭키설악타운1차아파트",1986,1991,5,383,"강원특별자치도 속초시 교동 767-224 럭키설악타운1차아파트",검토필요,
8092,"부평","부평동",28237,A40376107,"부평 동아1단지 아파트",1981,1986,5,2475,"인천광역시 부평구 부평동 70-5 부평 동아1단지 아파트",검토필요,
8134,"가산지웰에스테이트","가산동",11545,A10025913,"가산지웰에스테이트2차",2013,2018,5,238,"서울특별시 금천구 가산동 143-6 가산지웰에스테이트2차",검토필요,
8573,"거성","개봉동",11530,A15280304,"개봉거성푸르뫼1차",1988,1993,5,249,"서울특별시 구로구 개봉동 60-101 개봉거성푸르뫼1차",검토필요,
8889,"경남아너스빌","미아동",11305,A14272306,"미아경남아너스빌",2008,2003,5,860,"서울특별시 강북구 미아동 1356 미아경남아너스빌",검토필요,
9876,"현대","신천동",41390,A68380207,"성우현대",1988,1993,5,499,"울산광역시 북구 신천동 346-5 성우현대",검토필요,
10038,"현대2","신방동",44131,A33093908,"신방동 두레현대2단지아파트",1992,1997,5,740,"충청남도 천안동남구 신방동 897 신방동 두레현대2단지아파트",검토필요,
10052,"동신","중화산동1가",52111,A56083206,"중화산동 동신2차",1990,1995,5,258,"전북특별자치도 전주완산구 중화산동1가 250 중화산동 동신2차",검토필요,
10290,"스카이뷰","봉명동",30200,A10026461,"스카이뷰시티",2013,2018,5,299,"대전광역시 유성구 봉명동 615-2 스카이뷰시티",검토필요,
11207,"복사골","중동",41192,A42085613,"중동복사골건영1차",1987,1992,5,700,"경기도 부천원미구 중동 1186 중동복사골건영1차",검토필요,
11318,"현대","우동",26350,A70222001,"칠곡현대아파트",1994,1999,5,707,"대구광역시 북구 국우동 1110-3 칠곡현대아파트",검토필요,
11353,"한라무지개","용두동",30140,A30174501,"한라무지개",1993,1998,5,87,"대전광역시 중구 용두동 160-1 한라무지개",검토필요,
11472,"정림","정림동",30170,A30279506,"정림우성",1988,1993,5,1980,"대전광역시 서구 정림동 584 정림우성",검토필요,
11876,"한양아이클래스","용두동",11230,A10022979,"청계한양아이클래스",2014,2019,5,96,"서울특별시 동대문구 용두동 255-49 청계한양아이클래스",검토필요,
11924,"동원텔","화정동",41281,A10027480,"동원텔아파트",1998,2003,5,76,"경기도 고양덕양구 화정동 969 동원텔아파트",검토필요,
11966,"세원","읍내동",44270,A34380501,"당진세원목화",1990,1995,5,196,"충청남도 당진시 읍내동 310-10 당진세원목화",검토필요,
12053,"동신","금동",52130,A38096505,"코오롱동신아파트",1992,1997,5,920,"충청북도 충주시 칠금동 825 코오롱동신아파트",검토필요,
12118,"두진","수곡동",43112,A36179205,"수곡두진하트리움아파트",1990,1995,5,935,"충청북도 청주서원구 수곡동 1002 수곡두진하트리움아파트",검토필요,
12246,"해주","원종동",41196,A10021474,"부천해주2차아파트",1998,2003,5,119,"경기도 부천오정구 원종동 171- 부천해주2차아파트",검토필요,
12342,"대동","대평동1가",26200,A60675701,"대동대교아파트",1975,1980,5,462,"부산광역시 영도구 대평동1가 1 대동대교아파트",검토필요,
12348,"성동","중동",48121,A42925104,"연성동아",1995,2000,5,503,"경기도 시흥시 하중동 826-1 연성동아",검토필요,
12428,"합성","합성동",48127,A63075501,"합성무학",1982,1987,5,390,"경상남도 창원마산회원구 합성동 694-1 합성무학",검토필요,
12452,"장미","당동",41410,A41271502,"장미8차",1988,1993,5,128,"경기도 고양덕양구 토당동 873 장미8차",검토필요,
12597,"현대","신천동",27140,A68380207,"성우현대",1988,1993,5,499,"울산광역시 북구 신천동 346-5 성우현대",검토필요,
12663,"구산","구산동",11380,A62190109,"구산주공3단지",2005,2000,5,810,"경상남도 김해시 구산동 429 구산주공3단지",검토필요,
12914,"신월","신월동",11470,A15884703,"신월시영아파트",1993,1988,5,2256,"서울특별시 양천구 신월동 987-1 신월시영아파트",검토필요,
12992,"대림아파트","창동",11320,A32008003,"논산대림아파트",2002,1997,5,694,"충청남도 논산시 부창동 209-4 논산대림아파트",검토필요,
345,"벽산","시흥동",11545,A15303205,"관악벽산타운5단지",2000,2004,4,2810,"서울특별시 금천구 시흥동 1013 관악벽산타운5단지",검토필요,
523,"이지더원","정관읍 모전리",26710,A10028081,"정관이지더원3차아파트",2011,2015,4,1035,"부산광역시 기장군 정관읍 모전리 730 정관이지더원3차아파트",검토필요,
2389,"공덕2삼성래미안","공덕동",11440,A12179003,"신공덕2삼성래미안제2",2004,2000,4,103,"서울특별시 마포구 신공덕동 159 신공덕2삼성래미안제2",검토필요,
3150,"연지자이","연지동",26230,A61478901,"연지자이2차",2007,2011,4,1011,"부산광역시 부산진구 연지동 406 연지자이2차",검토필요,
3161,"세경","동산동",52140,A57072604,"세경2차",1988,1992,4,613,"전북특별자치도 익산시 동산동 1060 세경2차",검토필요,
3599,"한신휴플러스","주안동",28177,A40270206,"관교한신휴플러스",2006,2010,4,1509,"인천광역시 미추홀구 주안동 1621 관교한신휴플러스",검토필요,
3626,"하마비마을동부","언남동",41463,A44657001,"하마비마을동부센트레빌",1998,2002,4,418,"경기도 용인기흥구 언남동 493 하마비마을동부센트레빌",검토필요,
5488,"현대","정평동",47290,A71211002,"경산현대타운",1992,1996,4,973,"경상북도 경산시 정평동 130 경산현대타운",검토필요,
6747,"라이프","용해동",46110,A53038004,"라이프2차",1990,1994,4,465,"전라남도 목포시 용해동 255 라이프2차",검토필요,
6866,"호반","매곡동",29170,A50081506,"호반2차아파트",1991,1995,4,240,"광주광역시 북구 매곡동 214-10 호반2차아파트",검토필요,
7507,"대명","석남동",28260,A40482201,"석남 대명 아파트",2002,1998,4,184,"인천광역시 서구 석남동 209 석남 대명 아파트",검토필요,
7653,"프라지움","두정동",44133,A10027007,"프라지움9차 아파트",2013,2017,4,299,"충청남도 천안서북구 두정동 1377 프라지움9차 아파트",검토필요,
7800,"현대3","월영동",48125,A63126001,"월영현대3차",1998,2002,4,169,"경상남도 창원마산합포구 월영동 709-1 월영현대3차",검토필요,
7827,"시티팰리스","갈마동",30170,A10024996,"시티팰리스 8차",2015,2019,4,156,"대전광역시 서구 갈마동 338-1 시티팰리스 8차",검토필요,
8082,"영창","송천동1가",52113,A56181605,"송천동영창드림맨션",1993,1997,4,242,"전북특별자치도 전주덕진구 송천동1가 123-12 송천동영창드림맨션",검토필요,
8768,"쌍용","풍동",41285,A46570205,"덕풍쌍용아파트",2002,1998,4,585,"경기도 하남시 덕풍동 537-1 덕풍쌍용아파트",검토필요,
9125,"현대","주례동",26530,A61783402,"주례현대무지개아파트",1989,1993,4,977,"부산광역시 사상구 주례동 530-5 주례현대무지개아파트",검토필요,
9711,"모아","월계동",29200,A50670801,"첨단모아미래도",1997,2001,4,280,"광주광역시 광산구 월계동 763-5 첨단모아미래도",검토필요,
10016,"주공1","중앙동",41290,A42780601,"과천주공10단지",1980,1984,4,632,"경기도 과천시 중앙동 65 과천주공10단지",검토필요,
10524,"펠리시티","삼향읍 남악리",46840,A10021788,"펠리시티3차주상복합아파트",2012,2016,4,132,"전라남도 무안군 삼향읍 남악리 2105- 펠리시티3차주상복합아파트",검토필요,
11084,"피오레","정릉동",11290,A13610201,"정릉2차대주피오레",2004,2008,4,169,"서울특별시 성북구 정릉동 1032 정릉2차대주피오레",검토필요,
11338,"경남아너스빌","신수동",11440,A12171201,"밤섬경남아너스빌",2005,2009,4,313,"서울특별시 마포구 신수동 459 밤섬경남아너스빌",검토필요,
11765,"하나로","거창읍 대동리",48880,A67080103,"거창하나로2차",2007,2011,4,164,"경상남도 거창군 거창읍 대동리 994-1 거창하나로2차",검토필요,
11869,"덕림","월산동",29155,A50323003,"덕림제일파크",1986,1990,4,312,"광주광역시 남구 월산동 284 덕림제일파크",검토필요,
11980,"신라","관양동",41173,A43173004,"한가람신라",1988,1992,4,1068,"경기도 안양동안구 관양동 1589-1 한가람신라",검토필요,
12558,"삼성","등촌동",11500,A15783907,"한사랑2차삼성아파트(등촌동)",2003,1999,4,339,"서울특별시 강서구 등촌동 634-2 한사랑2차삼성아파트(등촌동)",검토필요,
12700,"삼성","신정동",11470,A15876402,"신정삼성SH임대",2000,1996,4,506,"서울특별시 양천구 신정동 1278-1 신정삼성SH임대",검토필요,
12739,"망우","망우동",11260,A13123101,"망우신원",2003,1999,4,198,"서울특별시 중랑구 망우동 573 망우신원",검토필요,
12772,"월드","성산동",11440,A12125202,"성산월드타운대림",2000,2004,4,795,"서울특별시 마포구 성산동 601 성산월드타운대림",검토필요,
528,"부천아이파크","약대동",41192,A42073304,"부천아이파크",2017,2014,3,1613,"경기도 부천원미구 약대동 181 부천아이파크",검토필요,
757,"주공","합정동",41220,A45076305,"합정주공4단지",1989,1992,3,684,"경기도 평택시 합정동 829 합정주공4단지",검토필요,
960,"호반","양산동",29170,A50090316,"양산2차호반리젠시빌",1997,2000,3,612,"광주광역시 북구 양산동 18-3 양산2차호반리젠시빌",검토필요,
1936,"삼성","내동",48250,A13403101,"성내삼성",1996,1999,3,1220,"서울특별시 강동구 성내동 590 성내삼성",검토필요,
2317,"대우","칠전동",51110,A20022002,"칠전대우2차아파트",1999,2002,3,614,"강원특별자치도 춘천시 칠전동 585-1 칠전대우2차아파트",검토필요,
3356,"삼성래미안","약사동",31110,A68143002,"삼성래미안2차",2001,2004,3,1004,"울산광역시 중구 약사동 707 삼성래미안2차",검토필요,
3963,"우미","시전동",46130,A55503001,"우미타운",1996,1993,3,495,"전라남도 여수시 시전동 243 우미타운",검토필요,
4629,"아중제일","인후동1가",52113,A56182707,"인후동 아중제일2차",1997,2000,3,360,"전북특별자치도 전주덕진구 인후동1가 951-2 인후동 아중제일2차",검토필요,
5813,"신한","만수동",28200,A10021105,"만수신한5차아파트",1988,1991,3,132,"인천광역시 남동구 만수동 6-21 만수신한5차아파트",검토필요,
6734,"제일","효자동1가",52111,A56085808,"효자동제일효자타운",1990,1993,3,360,"전북특별자치도 전주완산구 효자동1가 654 효자동제일효자타운",검토필요,
7818,"중흥에스클래스","반곡동",51130,A10027324,"중흥에스클래스프라디움 아파트",2019,2016,3,850,"강원특별자치도 원주시 반곡동 2047-5 중흥에스클래스프라디움 아파트",검토필요,
8904,"한승미메이드","송산동",41590,A44578005,"한승미메이드1차",2008,2005,3,669,"경기도 화성시 송산동 222 한승미메이드1차",검토필요,
9638,"달동현대","달동",31140,A68080010,"달동현대2차",1991,1994,3,499,"울산광역시 남구 달동 118-1 달동현대2차",검토필요,
10070,"제일훼미리","삼문동",48270,A62775405,"제일훼미리",1993,1990,3,444,"경상남도 밀양시 삼문동 552-1 제일훼미리",검토필요,
10381,"효성","율량동",43114,A36082011,"율량효성2차아파트",1993,1996,3,440,"충청북도 청주청원구 율량동 1263 율량효성2차아파트",검토필요,
10667,"유강우방타운","연일읍 유강리",47111,A79075505,"유강우방타운",1999,1996,3,202,"경상북도 포항남구 연일읍 유강리 593 유강우방타운",검토필요,
10898,"우방아이유쉘","도산동",29200,A10025617,"송정우방아이유쉘아파트",2016,2019,3,591,"광주광역시 광산구 도산동 1317 송정우방아이유쉘아파트",검토필요,
10910,"가야누리애","범천동",26230,A10024877,"가야누리애더센트리즈",2017,2020,3,196,"부산광역시 부산진구 범천동 974-16 가야누리애더센트리즈",검토필요,
10962,"석미모닝파크","내곡동",51150,A10022253,"석미모닝파크2차아파트",2008,2011,3,130,"강원특별자치도 강릉시 내곡동 757- 석미모닝파크2차아파트",검토필요,
10985,"일우","석전동",48127,A63080802,"일우근주아파트",1991,1994,3,269,"경상남도 창원마산회원구 석전동 203-10 일우근주아파트",검토필요,
11158,"더뉴클래스","신서동",27140,A10027934,"각산역 더뉴클래스2차",2012,2015,3,206,"대구광역시 동구 신서동 518-1 각산역 더뉴클래스2차",검토필요,
11168,"팰리스필","광명동",41210,A42301001,"광명팰리스필2차",2004,2007,3,157,"경기도 광명시 광명동 782 광명팰리스필2차",검토필요,
11859,"주공2","중동",46230,A42084902,"덕유마을주공2단지",1993,1996,3,509,"경기도 부천원미구 중동 1041 덕유마을주공2단지",검토필요,
12119,"동신","평거동",48170,A66099104,"벽산동신",1990,1993,3,286,"경상남도 진주시 평거동 401 벽산동신",검토필요,
12248,"희성연인","정자동",41111,A10027415,"수원 정자2차 희성연인아파트",2006,2009,3,84,"경기도 수원장안구 정자동 69-2 수원 정자2차 희성연인아파트",검토필요,
12270,"포도힐","변동",30170,A10028059,"포도힐6차",2011,2014,3,154,"대전광역시 서구 변동 61-13 포도힐6차",검토필요,
12340,"보람","등촌동",11500,A10022233,"등촌2차보람아파트",1999,2002,3,101,"서울특별시 강서구 등촌동 640- 등촌2차보람아파트",검토필요,
12394,"원우","청학동",26200,A60607002,"원우엔리치빌",2001,2004,3,490,"부산광역시 영도구 청학동 489-30 원우엔리치빌",검토필요,
12446,"방촌현대","방촌동",27140,A70180404,"방촌현대맨션",1996,1993,3,238,"대구광역시 동구 방촌동 1119-1 방촌현대맨션",검토필요,
12473,"서초대우","서초동",11650,A13707003,"서초대우아이빌",2000,2003,3,215,"서울특별시 서초구 서초동 1675-11 서초대우아이빌",검토필요,
12496,"반도","부곡동",26410,A60981801,"부곡반도맨션",1982,1985,3,156,"부산광역시 금정구 부곡동 780 부곡반도맨션",검토필요,
12509,"성원1","도남동",50110,A10020840,"통영성원1차아파트",1993,1996,3,134,"경상남도 통영시 도남동 362-1 통영성원1차아파트",검토필요,
12709,"한솔","창동",11320,A15704025,"염창강변한솔솔파크",2002,2005,3,455,"서울특별시 강서구 염창동 300 염창강변한솔솔파크",검토필요,
12721,"창전","창전동",41500,A12119007,"창전삼성",1995,1998,3,640,"서울특별시 마포구 창전동 437 창전삼성",검토필요,
12974,"백운","시흥동",11545,A10026187,"백운한비치1차아파트",2000,2003,3,114,"서울특별시 금천구 시흥동 1012 백운한비치1차아파트",검토필요,
654,"계양주공","계양동",47290,A71212004,"계양주공2.3차",1985,1987,2,680,"경상북도 경산시 계양동 669 계양주공2.3차",OK,
2400,"주공","용운동",30110,A30075207,"용운2고층주공아파트",1985,1987,2,840,"대전광역시 동구 용운동 147 용운2고층주공아파트",OK,
3163,"한일타운","양덕동",48127,A63075407,"한일타운2차아파트",1994,1996,2,904,"경상남도 창원마산회원구 양덕동 64-1 한일타운2차아파트",OK,
3410,"현대","신안동",48170,A66090508,"신안현대",1991,1989,2,694,"경상남도 진주시 신안동 20 신안현대",OK,
3691,"현대","상동",46110,A76075808,"용상현대아파트",1996,1994,2,1533,"경상북도 안동시 용상동 600 용상현대아파트",OK,
4166,"현대","상동",52180,A76075808,"용상현대아파트",1996,1994,2,1533,"경상북도 안동시 용상동 600 용상현대아파트",OK,
4935,"현대","탑동",43111,A46379226,"야탑장미마을현대",1991,1993,2,2136,"경기도 성남분당구 야탑동 334 야탑장미마을현대",OK,
5998,"승리","효자동",47111,A79083401,"승리행복화목마을회",1992,1990,2,611,"경상북도 포항남구 효자동 253-6 승리행복화목마을회",OK,
6429,"동부","내동",48250,A47281104,"별내동부일신",1994,1996,2,456,"경기도 남양주시 별내면 청학리 476 별내동부일신",OK,
6621,"현대","신림동",11620,A15101508,"신림현대",1991,1993,2,1634,"서울특별시 관악구 신림동 1694 신림현대",OK,
7008,"현대","신안동",47170,A66090508,"신안현대",1991,1989,2,694,"경상남도 진주시 신안동 20 신안현대",OK,
7505,"근화네오빌","석현동",46110,A53077804,"근화네오빌2차",2002,2004,2,496,"전라남도 목포시 석현동 815-17 근화네오빌2차",OK,
7584,"화명대우","화명동",26320,A61612011,"화명대우이안아파트",2000,2002,2,989,"부산광역시 북구 화명동 2262 화명대우이안아파트",OK,
7873,"동산동삼호(2)","동산동",52140,A57095806,"동산동삼호(2)",1993,1991,2,464,"전북특별자치도 익산시 동산동 158-15 동산동삼호(2)",OK,
