ID,실거래명,동,실거래준공,현재매핑,K-apt준공,년도차이,네이버명,네이버준공,일치여부
11915,"서초벽산블루밍","서초동",2008,"서초벽산블루밍아파트",2006,2,"",,X
11916,"서호","송천동1가",1990,"송천동서호1차",1992,2,"",,X
11927,"올림푸스","신정동",1986,"대공원올림푸스골든101동",1988,2,"",,X
12001,"주공","황지동",1983,"태백2주공아파트",1985,2,"",,X
12176,"일신","운암동",1989,"운암일신2차아파트",1991,2,"",,X
12201,"명진로얄","봉동읍 장기리",1991,"명진로얄2차",1993,2,"",,X
12202,"무지개","신천동",1995,"무지개1차",1993,2,"",,X
12390,"삼라미주","도산동",1997,"삼라미주.도산청암통합주공아파트",1995,2,"",,X
12540,"무지개","신천동",1995,"무지개1차",1993,2,"",,X
12553,"정우","화정동",1989,"화정우성2차",1987,2,"",,X
12560,"봉천동","봉천동",2002,"봉천동아제2",2000,2,"",,X
12570,"송파","송파동",2003,"송파삼성래미안",2001,2,"",,X
12593,"신화","대현동",1992,"대현신화맨션",1994,2,"",,X
12606,"그린","연동",2003,"삼익그린타운",2001,2,"",,X
12685,"옥산","옥산동",1991,"옥산우방타운",1993,2,"",,X
12877,"하이","신당동",2001,"신당약수하이츠",1999,2,"",,X
13015,"영진로얄","학성동",1992,"영진로얄타운",1994,2,"",,X
118,"주공1","하안동",1989,"하안주공13단지",1990,1,"",,X
334,"한국","외동",1997,"한국2차",1998,1,"",,X
438,"성당래미안e-편한세상2단지","본리동",2009,"성당래미안e-편한세상2단지",2008,1,"",,X
742,"신내","묵동",1996,"신내5단지대림두산",1995,1,"",,X
885,"성서6주공","용산동",1997,"성서6주공",1998,1,"",,X
1212,"한국아파트","신곡동",1999,"발곡풍림한국아파트",1998,1,"",,X
1363,"버들마을","유촌동",2000,"상무버들마을주공2단지",1999,1,"",,X
1372,"굴화주공2","무거동",1995,"굴화주공2-2",1996,1,"",,X
1399,"장현주공","진접읍 장현리",1999,"남양주장현주공아파트",1998,1,"",,X
2096,"대동","사파동",1988,"사파대동2차아파트",1989,1,"",,X
3224,"신영지웰","복대동",2009,"신영지웰시티1차",2010,1,"",,X
3562,"경남","좌동",1997,"경남선경아파트",1996,1,"",,X
3601,"목포석현서희스타힐스","석현동",2021,"목포석현 서희스타힐스아파트",2020,1,"",,X
3793,"산들마을","일산동",2005,"일산산들마을5단지동문",2004,1,"",,X
4003,"청룡","홍도동",1980,"청룡아파트",1979,1,"",,X
4024,"휴먼시아","성화동",2009,"청주성화휴먼시아4단지",2010,1,"",,X
4194,"한신(137-8)","산곡동",1986,"한신(137-8)",1985,1,"",,X
4226,"대주","치평동",1998,"상무2차라인대주",1997,1,"",,X
4484,"오션브릿지","범일동",2018,"오션브릿지",2017,1,"",,X
4682,"율량효성2","율량동",1997,"율량효성2차아파트",1996,1,"",,X
4939,"래미안베라힐즈","녹번동",2019,"래미안베라힐즈",2018,1,"",,X
5121,"힐스테이트녹번","녹번동",2019,"힐스테이트녹번",2018,1,"",,X
5172,"장미","유천동",1981,"유천장미시영아파트",1982,1,"",,X
5220,"한우아파트","자산동",1986,"한우아파트11.12동",1987,1,"",,X
6113,"평광현대","논공읍 북리",1989,"평광현대아파트",1990,1,"",,X
6369,"현대2","문흥동",1995,"현대2",1994,1,"",,X
7265,"용산우방","용산동",1997,"용산우방미진태왕타운",1998,1,"",,X
7315,"하양코아루","하양읍 동서리",2016,"경산하양코아루2차",2017,1,"",,X
7336,"평촌래미안푸르지오","비산동",2022,"평촌래미안푸르지오아파트",2021,1,"",,X
8133,"신한","간석동",1990,"신한국아파트",1989,1,"",,X
8180,"송현2주공","송현동",1991,"송현2주공아파트",1990,1,"",,X
8213,"현대","중동",2000,"마포중동현대",2001,1,"",,X
8366,"장암더샵포레스트","장암동",2021,"장암 더 샵 포레스트",2020,1,"",,X
8393,"일루미스테이트","범박동",2024,"부천일루미스테이트",2023,1,"",,X
8975,"삼정아파트","봉명동",1988,"삼정아파트",1989,1,"",,X
9487,"강서베리굿","강서동",2015,"강서베리굿2차",2016,1,"",,X
9520,"응암역효성해링턴플레이스","신사동",2019,"응암역효성해링턴플레이스",2018,1,"",,X
9942,"대공원호반베르디움","두왕동",2019,"대공원호반베르디움2차",2020,1,"",,X
9963,"우장산롯데","화곡동",2004,"우장산롯데캐슬",2003,1,"",,X
10050,"동남","계산동",1989,"계산 동남 아파트",1990,1,"",,X
10126,"한양3","압구정동",1978,"압구정한양3단지",1979,1,"",,X
10847,"시티프라디움","가좌동",2020,"SKY시티프라디움",2019,1,"",,X
10930,"우남2","호원동",1997,"호원우남2차",1996,1,"",,X
11337,"강선마을6단지금호","주엽동",1994,"주엽강선마을6단지금호한양",1995,1,"",,X
11452,"부평캐슬&더샵퍼스트","산곡동",2024,"부평캐슬&더샵퍼스트",2023,1,"",,X
11560,"양곡","신촌동",1978,"양곡상가아파트",1979,1,"",,X
11686,"김해푸르지오하이엔드","안동",2023,"김해푸르지오하이엔드2차아파트",2024,1,"",,X
11692,"장수마을","신월동",2008,"장수마을동원데쟈뷰아파트",2007,1,"",,X
11725,"세종","오정동",1994,"오정세종2차",1995,1,"",,X
11750,"동남","포남동",1985,"동남아파트 3,4동",1986,1,"",,X
11923,"동대구2차비스타동원","효목동",2024,"동대구2차비스타동원",2023,1,"",,X
11945,"삼익세라믹","태화동",1990,"삼익세라믹아파트103동",1991,1,"",,X
12051,"애필리움","응암동",2006,"애필리움아파트",2007,1,"",,X
12059,"대봉교역금호어울림에듀리버","이천동",2024,"대봉교역 금호어울림 에듀리버",2023,1,"",,X
12069,"코스모스","대명동",1982,"우방 코스모스 아파트",1981,1,"",,X
12100,"율곡","법원읍 가야리",1993,"율곡2차",1994,1,"",,X
12253,"장미","수안동",1979,"제일장미아파트",1978,1,"",,X
12363,"풍림","삼성동",1997,"삼성풍림아파트1차",1998,1,"",,X
12434,"대원","목동",2002,"목동대원칸타빌2,3단지",2003,1,"",,X
12526,"태화송림","송천동2가",1992,"태화송림타워",1991,1,"",,X
12551,"대림","석동",1992,"백석백송마을2단지대림",1993,1,"",,X
11832,"신월2차미소지움","신월동",2005,"신월2차미소지움",,,"",,X
11851,"임광하이츠1동","가양동",1989,"임광하이츠1동",,,"",,X
12200,"로얄팰리스스위트","수송동",2005,"로얄팰리스스위트",,,"",,X
